,Portfolio,Symbol,Num.Txns,Num.Trades,Net.Trading.PL,Avg.Trade.PL,Med.Trade.PL,Largest.Winner,Largest.Loser,Gross.Profits,Gross.Losses,Std.Dev.Trade.PL,Std.Err.Trade.PL,Percent.Positive,Percent.Negative,Profit.Factor,Avg.Win.Trade,Med.Win.Trade,Avg.Losing.Trade,Med.Losing.Trade,Avg.Daily.PL,Med.Daily.PL,Std.Dev.Daily.PL,Std.Err.Daily.PL,Ann.Sharpe,Max.Drawdown,Profit.To.Max.Draw,Avg.WinLoss.Ratio,Med.WinLoss.Ratio,Max.Equity,Min.Equity,End.Equity
SIS.AX,multipleSymbols,SIS.AX,2,1,-0.6,-0.6,-0.6,0,-0.6,0,-0.6,NA,NA,0,100,0,NA,NA,-0.6,-0.6,-0.6,-0.6,NA,NA,NA,-0.7,-0.857142857142857,NA,NA,0,-0.7,-0.6
SIT.AX,multipleSymbols,SIT.AX,2,1,-0.699999999999999,-0.699999999999999,-0.699999999999999,0,-0.699999999999999,0,-0.699999999999999,NA,NA,0,100,0,NA,NA,-0.699999999999999,-0.699999999999999,-0.699999999999999,-0.699999999999999,NA,NA,NA,-1.2,-0.583333333333333,NA,NA,0.2,-1,-0.699999999999999
SKF.AX,multipleSymbols,SKF.AX,2,1,-6,-6,-6,0,-6,0,-6,NA,NA,0,100,0,NA,NA,-6,-6,-6,-6,NA,NA,NA,-6,-1,NA,NA,0,-6,-6
SKO.AX,multipleSymbols,SKO.AX,8,4,-20,-4.99999999999999,4.00000000000002,30,-58,56,-76,41.4889543533376,20.7444771766688,50,50,0.736842105263158,28,28,-38,-38,-4.99999999999999,4.00000000000002,41.4889543533376,20.7444771766688,-1.91310050033961,-110,-0.181818181818182,0.736842105263158,0.736842105263158,49,-61,-20
SKT.AX,multipleSymbols,SKT.AX,2,1,3,2.99999999999998,2.99999999999998,2.99999999999998,0,2.99999999999998,0,NA,NA,100,0,NA,2.99999999999998,2.99999999999998,NA,NA,2.99999999999998,2.99999999999998,NA,NA,NA,-24,0.125,NA,NA,13,-11,3
SKY.AX,multipleSymbols,SKY.AX,4,2,26,13,13,15,0,26,0,2.82842712474619,2,100,0,NA,13,13,NA,NA,13,13,2.82842712474619,2,72.9623190420919,-2,13,NA,NA,27.5,-1.5,26
SLK.AX,multipleSymbols,SLK.AX,4,2,21.9999999999999,11,11,45,-23,45,-23,48.0832611206853,34,50,50,1.95652173913043,45,45,-23,-23,11,11,48.0832611206853,34,3.63160864010411,-71,0.309859154929576,1.95652173913043,1.95652173913043,75,-10,21.9999999999999
SLR.AX,multipleSymbols,SLR.AX,10,5,-68.4999999999999,-13.7,-9,1.99999999999999,-37,1.99999999999999,-70.5,14.6696966567138,6.56048778674269,20,80,0.028368794326241,1.99999999999999,1.99999999999999,-17.625,-13,-13.7,-9,14.6696966567138,6.56048778674269,-14.8251707488427,-68.9999999999999,-0.992753623188406,0.113475177304964,0.153846153846153,0.5,-68.4999999999999,-68.4999999999999
SLZ.AX,multipleSymbols,SLZ.AX,4,2,3,1.5,1.5,4.5,-1.5,4.5,-1.5,4.24264068711928,3,50,50,3,4.5,4.5,-1.5,-1.5,1.5,1.5,4.24264068711928,3,5.61248608016091,-5.5,0.545454545454545,3,3,4.5,-5.5,3
SM1.AX,multipleSymbols,SM1.AX,4,2,216,108,108,205,0,216,0,137.17871555019,97,100,0,NA,108,108,NA,NA,108,108,137.17871555019,97,12.4979071475748,-102,2.11764705882353,NA,NA,216,-93,216
SMI.AX,multipleSymbols,SMI.AX,6,3,24,8,-2.5,29.5,-3,29.5,-5.50000000000001,18.6212244495361,10.7509689485801,33.3333333333333,66.6666666666667,5.36363636363636,29.5,29.5,-2.75,-2.75,8,-2.5,18.6212244495361,10.7509689485801,6.81996306286208,-27.5,0.872727272727272,10.7272727272727,10.7272727272727,33.5,-8.5,24
SMN.AX,multipleSymbols,SMN.AX,2,1,-1,-1,-1,0,-1,0,-1,NA,NA,0,100,0,NA,NA,-1,-1,-1,-1,NA,NA,NA,-19,-0.0526315789473684,NA,NA,9,-10,-1
SMP.AX,multipleSymbols,SMP.AX,4,2,2,1,1,22.5,-20.5,22.5,-20.5,30.4055915910215,21.5,50,50,1.09756097560976,22.5,22.5,-20.5,-20.5,1,1,30.4055915910215,21.5,0.522091728387062,-22,0.0909090909090909,1.09756097560976,1.09756097560976,3,-20.5,2
SMR.AX,multipleSymbols,SMR.AX,12,6,65.6911,10.9485166666667,0.0146999999999953,51,-13,85,-19.3089,25.1802279896284,10.2797850302561,50,50,4.40211508682525,28.3333333333333,33,-6.4363,-5.33830000000001,10.9485166666667,0.0146999999999953,25.1802279896284,10.2797850302561,6.90233281532888,-43,1.5277,4.40211508682525,6.18174325159694,65.6911,-36.3089,65.6911
SNC.AX,multipleSymbols,SNC.AX,2,1,4,4,4,4,0,4,0,NA,NA,100,0,NA,4,4,NA,NA,4,4,NA,NA,NA,-2,2,NA,NA,4.5,-0.5,4
SND.AX,multipleSymbols,SND.AX,8,4,-1.00000000000001,-0.250000000000003,0.25,4,-5.50000000000002,6.50000000000001,-7.50000000000002,4.3301270189222,2.1650635094611,50,50,0.866666666666665,3.25,3.25,-3.75000000000001,-3.75000000000001,-0.250000000000003,0.25,4.3301270189222,2.1650635094611,-0.916515138991177,-18.5,-0.0540540540540548,0.866666666666665,0.866666666666665,11,-7.50000000000001,-1.00000000000001
SNL.AX,multipleSymbols,SNL.AX,8,4,-134,-33.5,-40,35.9999999999999,-89.9999999999999,35.9999999999999,-170,53.4072404579504,26.7036202289752,25,75,0.211764705882353,35.9999999999999,35.9999999999999,-56.6666666666666,-55,-33.5,-40,53.4072404579504,26.7036202289752,-9.95737673326685,-231,-0.58008658008658,0.635294117647058,0.654545454545454,75,-156,-134
SNZ.AX,multipleSymbols,SNZ.AX,8,4,-70,-17.5,19,34,-142,71.9999999999999,-142,83.5563681993579,41.7781840996789,75,25,0.507042253521126,24,27,-142,-142,-17.5,19,83.5563681993579,41.7781840996789,-3.32474823461651,-179,-0.391061452513966,0.169014084507042,0.190140845070422,33,-146,-70
SO4.AX,multipleSymbols,SO4.AX,2,1,-3,-3,-3,0,-3,0,-3,NA,NA,0,100,0,NA,NA,-3,-3,-3,-3,NA,NA,NA,-5.99999999999999,-0.500000000000001,NA,NA,0,-5.99999999999999,-3
SOL.AX,multipleSymbols,SOL.AX,10,5,240.0003,48.0000600000001,83.0000000000002,235,-196.9999,437.0002,-196.9999,157.55630390436,70.4613211627528,80,20,2.21827625293211,109.25005,90.0000500000001,-196.9999,-196.9999,48.0000600000001,83.0000000000002,157.55630390436,70.4613211627528,4.83622242445858,-366,0.655738524590164,0.554569063233028,0.456853277590497,463.0005,-119.9999,240.0003
SOP.AX,multipleSymbols,SOP.AX,4,2,-1.8,-0.9,-0.9,0,-1.3,0,-1.8,0.565685424949238,0.4,0,100,0,NA,NA,-0.9,-0.9,-0.9,-0.9,0.565685424949238,0.4,-25.2561873607241,-2.6,-0.692307692307693,NA,NA,0,-2.6,-1.8
SOR.AX,multipleSymbols,SOR.AX,6,3,27.1,9.03333333333333,0.1,27.5,-0.5,27.6,-0.5,15.9954160100115,9.23495773918021,66.6666666666667,33.3333333333333,55.1999999999999,13.8,13.8,-0.5,-0.5,9.03333333333333,0.1,15.9954160100115,9.23495773918021,8.96505104774686,-45,0.602222222222222,27.6,27.6,72.1,-1,27.1
SP3.AX,multipleSymbols,SP3.AX,2,1,-3.3,-3.3,-3.3,0,-3.3,0,-3.3,NA,NA,0,100,0,NA,NA,-3.3,-3.3,-3.3,-3.3,NA,NA,NA,-4.3,-0.767441860465116,NA,NA,0,-4.3,-3.3
SPA.AX,multipleSymbols,SPA.AX,8,4,15.9,3.975,5,10.9,-5,20.9,-5,6.77808970138343,3.38904485069171,75,25,4.18,6.96666666666667,6.90000000000001,-5,-5,3.975,5,6.77808970138343,3.38904485069171,9.30958006590138,-13.3,1.19548872180451,1.39333333333333,1.38,28.7,-4.45,15.9
SPK.AX,multipleSymbols,SPK.AX,2,1,-14.9999999999999,-14.9999999999999,-14.9999999999999,0,-14.9999999999999,0,-14.9999999999999,NA,NA,0,100,0,NA,NA,-14.9999999999999,-14.9999999999999,-14.9999999999999,-14.9999999999999,NA,NA,NA,-14.9999999999999,-1,NA,NA,0,-14.9999999999999,-14.9999999999999
SPL.AX,multipleSymbols,SPL.AX,2,1,44.5,44.5,44.5,44.5,0,44.5,0,NA,NA,100,0,NA,44.5,44.5,NA,NA,44.5,44.5,NA,NA,NA,-42.0000000000001,1.05952380952381,NA,NA,86.5,0,44.5
SPN.AX,multipleSymbols,SPN.AX,2,1,-83.5,-83.5,-83.5,0,-83.5,0,-83.5,NA,NA,0,100,0,NA,NA,-83.5,-83.5,-83.5,-83.5,NA,NA,NA,-97.5,-0.856410256410256,NA,NA,14,-83.5,-83.5
SPQ.AX,multipleSymbols,SPQ.AX,4,2,1.2,0.6,0.6,0.8,0,1.2,0,0.282842712474619,0.2,100,0,NA,0.6,0.6,NA,NA,0.6,0.6,0.282842712474619,0.2,33.6749164809655,-2.8,0.428571428571429,NA,NA,4,-0.0999999999999999,1.2
SPZ.AX,multipleSymbols,SPZ.AX,6,3,-7,-2.33333333333333,-2,0,-3.5,0,-7,1.04083299973307,0.600925212577333,0,100,0,NA,NA,-2.33333333333333,-2,-2.33333333333333,-2,1.04083299973307,0.600925212577333,-35.5873789209255,-7.5,-0.933333333333333,NA,NA,0.5,-7,-7
SRG.AX,multipleSymbols,SRG.AX,8,4,7.50000000000001,1.875,3.25,4.5,-3.5,11,-3.5,3.68272996566406,1.84136498283203,75,25,3.14285714285714,3.66666666666667,3.99999999999999,-3.5,-3.5,1.875,3.25,3.68272996566406,1.84136498283203,8.08223859120488,-6,1.25,1.04761904761905,1.14285714285714,8,-1.5,7.50000000000001
SRN.AX,multipleSymbols,SRN.AX,2,1,0.3,0.3,0.3,0.3,0,0.3,0,NA,NA,100,0,NA,0.3,0.3,NA,NA,0.3,0.3,NA,NA,NA,-1,0.3,NA,NA,0.899999999999999,-0.1,0.3
SRY.AX,multipleSymbols,SRY.AX,2,1,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,-0.7,0,NA,NA,0.4,-0.4,0
SRZ.AX,multipleSymbols,SRZ.AX,2,1,0.8,0.8,0.8,0.8,0,0.8,0,NA,NA,100,0,NA,0.8,0.8,NA,NA,0.8,0.8,NA,NA,NA,-0.7,1.14285714285714,NA,NA,0.9,-0.5,0.8
SSG.AX,multipleSymbols,SSG.AX,8,4,-6.99999999999998,-1.75,-0.5,5,-11,5,-12,6.70198975429436,3.35099487714718,25,50,0.416666666666667,5,5,-5.99999999999999,-5.99999999999999,-1.75,-0.5,6.70198975429436,3.35099487714718,-4.14509567824654,-19.5,-0.358974358974359,0.833333333333335,0.833333333333335,7.50000000000001,-12,-6.99999999999998
SSM.AX,multipleSymbols,SSM.AX,10,5,39,7.80000000000001,6.00000000000001,30,-6.49999999999999,45.5,-6.49999999999999,13.4378197636373,6.00957569217662,80,20,7.00000000000001,11.375,6.00000000000001,-6.49999999999999,-6.49999999999999,7.80000000000001,6.00000000000001,13.4378197636373,6.00957569217662,9.21437878582677,-13,3,1.75,0.923076923076925,39,-8,39
SSR.AX,multipleSymbols,SSR.AX,2,1,-174,-174,-174,0,-174,0,-174,NA,NA,0,100,0,NA,NA,-174,-174,-174,-174,NA,NA,NA,-386.0001,-0.45077708529091,NA,NA,212.0001,-174,-174
STA.AX,multipleSymbols,STA.AX,6,3,-7,-2.33333333333333,-5.5,6.5,-8,6.5,-13.5,7.75134396948899,4.47524052736585,33.3333333333333,66.6666666666667,0.481481481481481,6.5,6.5,-6.75,-6.75,-2.33333333333333,-5.5,7.75134396948899,4.47524052736585,-4.77859304150402,-16,-0.4375,0.962962962962963,0.962962962962963,7.50000000000001,-8.5,-7
STG.AX,multipleSymbols,STG.AX,4,2,19.9236,9.9618,9.9618,27,-7.0764,27,-7.0764,24.0956535184253,17.0382,50,50,3.81549940647787,27,27,-7.0764,-7.0764,9.9618,9.9618,24.0956535184253,17.0382,6.56295428312227,-31.2014,0.638548270269923,3.81549940647787,3.81549940647787,49.625,-2.25,19.9236
STK.AX,multipleSymbols,STK.AX,4,2,-0.3,-0.15,-0.15,0,-0.3,0,-0.3,0.212132034355964,0.15,0,50,0,NA,NA,-0.3,-0.3,-0.15,-0.15,0.212132034355964,0.15,-11.2249721603218,-4,-0.075,NA,NA,2,-2,-0.3
STM.AX,multipleSymbols,STM.AX,6,3,-1.6,-0.533333333333333,0.199999999999999,1.1,-2.9,1.3,-2.9,2.09841209807162,1.21151878969242,66.6666666666667,33.3333333333333,0.448275862068965,0.65,0.65,-2.9,-2.9,-0.533333333333333,0.199999999999999,2.09841209807162,1.21151878969242,-4.03467183742749,-3.9,-0.41025641025641,0.224137931034483,0.224137931034483,2.3,-1.6,-1.6
STN.AX,multipleSymbols,STN.AX,2,1,4.5,4.5,4.5,4.5,0,4.5,0,NA,NA,100,0,NA,4.5,4.5,NA,NA,4.5,4.5,NA,NA,NA,-3,1.5,NA,NA,5.5,-1.5,4.5
STO.AX,multipleSymbols,STO.AX,10,5,-181,-36.2,-35.0000000000001,5.99999999999996,-107,5.99999999999996,-187,45.2294152073626,20.2272093972451,20,60,0.032085561497326,5.99999999999996,5.99999999999996,-62.3333333333334,-45,-36.2,-35.0000000000001,45.2294152073626,20.2272093972451,-12.7053861326442,-246,-0.735772357723577,0.0962566844919779,0.133333333333332,47,-199,-181
STX.AX,multipleSymbols,STX.AX,4,2,2.00000000000001,1,1,1,0,2,0,0,0,100,0,NA,1,1,NA,NA,1,1,0,0,NA,-4,0.500000000000001,NA,NA,2.5,-2.5,2.00000000000001
SUD.AX,multipleSymbols,SUD.AX,2,1,-1,-1,-1,0,-1,0,-1,NA,NA,0,100,0,NA,NA,-1,-1,-1,-1,NA,NA,NA,-19,-0.0526315789473684,NA,NA,9,-10,-1
SUH.AX,multipleSymbols,SUH.AX,2,1,0.3,0.3,0.3,0.3,0,0.3,0,NA,NA,100,0,NA,0.3,0.3,NA,NA,0.3,0.3,NA,NA,NA,-0.8,0.375,NA,NA,0.6,-0.2,0.3
SUL.AX,multipleSymbols,SUL.AX,4,2,-164,-82.0000000000001,-82.0000000000001,6.99999999999985,-171,6.99999999999985,-171,125.865007051205,88.9999999999999,50,50,0.040935672514619,6.99999999999985,6.99999999999985,-171,-171,-82.0000000000001,-82.0000000000001,125.865007051205,88.9999999999999,-10.3421091814201,-200,-0.82,0.040935672514619,0.040935672514619,20.0000000000001,-180,-164
SUN.AX,multipleSymbols,SUN.AX,4,2,69,34.5,34.5,60.9999999999999,0,68.9999999999999,0,37.476659402887,26.5,100,0,NA,34.5,34.5,NA,NA,34.5,34.5,37.476659402887,26.5,14.6136430011737,-86,0.802325581395349,NA,NA,104,-86,69
SUP.AX,multipleSymbols,SUP.AX,4,2,-23,-11.5,-11.5,0,-11.9999999999999,0,-22.9999999999999,0.707106781186494,0.499999999999962,0,100,0,NA,NA,-11.5,-11.5,-11.5,-11.5,0.707106781186494,0.499999999999962,-258.174359687421,-76,-0.302631578947368,NA,NA,26,-50,-23
SUV.AX,multipleSymbols,SUV.AX,2,1,5.6,5.6,5.6,5.6,0,5.6,0,NA,NA,100,0,NA,5.6,5.6,NA,NA,5.6,5.6,NA,NA,NA,-0.800000000000001,6.99999999999999,NA,NA,5.6,0,5.6
SVL.AX,multipleSymbols,SVL.AX,2,1,-3,-3,-3,0,-3,0,-3,NA,NA,0,100,0,NA,NA,-3,-3,-3,-3,NA,NA,NA,-3.5,-0.857142857142857,NA,NA,0,-3.5,-3
SVM.AX,multipleSymbols,SVM.AX,14,7,-17,-2.42857142857143,0.5,13.5,-21,16.5,-33.5,10.7448769631104,4.06118175891101,57.1428571428571,42.8571428571429,0.492537313432836,4.125,1.25,-11.1666666666667,-10,-2.42857142857143,0.5,10.7448769631104,4.06118175891101,-3.58797745002573,-40.5,-0.419753086419753,0.369402985074627,0.125,17,-23.5,-17
SVS.AX,multipleSymbols,SVS.AX,2,1,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0
SVW.AX,multipleSymbols,SVW.AX,8,4,55.0000000000005,13.7500000000001,15.5000000000001,53.9999000000002,-29.9999,84.9999000000004,-29.9999,34.8938065183494,17.4469032591747,75,25,2.83333944446483,28.3333000000001,23,-29.9999,-29.9999,13.7500000000001,15.5000000000001,34.8938065183494,17.4469032591747,6.25539329015445,-264,0.208333333333335,0.944446481488277,0.766669222230743,200.9999,-84.9999999999998,55.0000000000005
SVY.AX,multipleSymbols,SVY.AX,2,1,-7.5,-7.50000000000001,-7.50000000000001,0,-7.50000000000001,0,-7.50000000000001,NA,NA,0,100,0,NA,NA,-7.50000000000001,-7.50000000000001,-7.50000000000001,-7.50000000000001,NA,NA,NA,-8.5,-0.882352941176471,NA,NA,0,-8.5,-7.5
SWF.AX,multipleSymbols,SWF.AX,2,1,10,10,10,10,0,10,0,NA,NA,100,0,NA,10,10,NA,NA,10,10,NA,NA,NA,-4.5,2.22222222222222,NA,NA,12.5,-0.5,10
SWM.AX,multipleSymbols,SWM.AX,6,3,-10,-3.33333333333333,-2,3,-11,3,-13,7.09459888459759,4.09606857581484,33.3333333333333,66.6666666666667,0.230769230769231,3,3,-6.5,-6.5,-3.33333333333333,-2,7.09459888459759,4.09606857581484,-7.45849442400058,-25,-0.4,0.461538461538462,0.461538461538462,14,-11,-10
SXA.AX,multipleSymbols,SXA.AX,8,4,3.6,0.9,1.8,6.5,-6.5,10.1,-6.5,5.43016267405192,2.71508133702596,75,25,1.55384615384615,3.36666666666667,2.4,-6.5,-6.5,0.9,1.8,5.43016267405192,2.71508133702596,2.63105507833488,-14.5,0.248275862068965,0.517948717948718,0.369230769230769,11.6,-2.9,3.6
SXE.AX,multipleSymbols,SXE.AX,4,2,-9,-4.5,-4.5,0,-9,0,-9,6.36396103067893,4.5,0,50,0,NA,NA,-9,-9,-4.5,-4.5,6.36396103067893,4.5,-11.2249721603218,-9.5,-0.947368421052632,NA,NA,0.5,-9,-9
SXY.AX,multipleSymbols,SXY.AX,4,2,0.5,0.249999999999997,0.249999999999997,0.499999999999995,0,0.499999999999995,0,0.35355339059327,0.249999999999997,50,0,NA,0.499999999999995,0.499999999999995,NA,NA,0.249999999999997,0.249999999999997,0.35355339059327,0.249999999999997,11.2249721603218,-4.5,0.111111111111111,NA,NA,3,-1.5,0.5
SYA.AX,multipleSymbols,SYA.AX,10,5,-8,-1.6,0.100000000000001,6,-11.5,7,-15,6.49076266705231,2.90275730986936,60,40,0.466666666666667,2.33333333333333,0.899999999999999,-7.5,-7.5,-1.6,0.100000000000001,6.49076266705231,2.90275730986936,-3.9131322294603,-17.5,-0.457142857142857,0.311111111111111,0.12,7.5,-10,-8
SYD.AX,multipleSymbols,SYD.AX,2,1,-37,-36.9999999999999,-36.9999999999999,0,-36.9999999999999,0,-36.9999999999999,NA,NA,0,100,0,NA,NA,-36.9999999999999,-36.9999999999999,-36.9999999999999,-36.9999999999999,NA,NA,NA,-59,-0.627118644067797,NA,NA,0,-59,-37
SYR.AX,multipleSymbols,SYR.AX,8,4,-56.9044,-14.2261,-9.5,0,-35.9044,0,-56.9044,14.900763453819,7.45038172690948,0,100,0,NA,NA,-14.2261,-9.5,-14.2261,-9.5,14.900763453819,7.45038172690948,-15.1557560830977,-78.5195,-0.724716790096728,NA,NA,12.6151,-65.9044,-56.9044
TAH.AX,multipleSymbols,TAH.AX,2,1,19,19,19,19,0,19,0,NA,NA,100,0,NA,19,19,NA,NA,19,19,NA,NA,NA,-28.0000000000001,0.678571428571427,NA,NA,43.0000000000001,-27,19
TAM.AX,multipleSymbols,TAM.AX,2,1,0.2,0.2,0.2,0.2,0,0.2,0,NA,NA,100,0,NA,0.2,0.2,NA,NA,0.2,0.2,NA,NA,NA,-1,0.2,NA,NA,0.2,-0.8,0.2
TAO.AX,multipleSymbols,TAO.AX,4,2,-81,-40.5,-40.5,30,-111,30,-111,99.7020561473032,70.5,50,50,0.27027027027027,30,30,-111,-111,-40.5,-40.5,99.7020561473032,70.5,-6.44838826231254,-112,-0.723214285714286,0.27027027027027,0.27027027027027,31,-81,-81
TAR.AX,multipleSymbols,TAR.AX,6,3,0.0124999999999993,0.00416666666666665,0.812500000000001,1.5,-2.3,2.3125,-2.3,2.02485853415327,1.1690526197643,66.6666666666667,33.3333333333333,1.0054347826087,1.15625,1.15625,-2.3,-2.3,0.00416666666666665,0.812500000000001,2.02485853415327,1.1690526197643,0.0326658784606272,-3.2,0.00390624999999978,0.502717391304348,0.502717391304348,2.5125,-0.687500000000001,0.0124999999999993
TBR.AX,multipleSymbols,TBR.AX,2,1,-32.0000000000001,-32,-32,0,-32,0,-32,NA,NA,0,100,0,NA,NA,-32,-32,-32,-32,NA,NA,NA,-63,-0.50793650793651,NA,NA,0,-63,-32.0000000000001
TCF.AX,multipleSymbols,TCF.AX,2,1,-16,-15.9999999999999,-15.9999999999999,0,-15.9999999999999,0,-15.9999999999999,NA,NA,0,100,0,NA,NA,-15.9999999999999,-15.9999999999999,-15.9999999999999,-15.9999999999999,NA,NA,NA,-16,-1,NA,NA,0,-16,-16
TCL.AX,multipleSymbols,TCL.AX,4,2,81,40.4999999999999,40.4999999999999,136,-55.0000000000001,136,-55.0000000000001,135.057395206631,95.5,50,50,2.47272727272727,136,136,-55.0000000000001,-55.0000000000001,40.4999999999999,40.4999999999999,135.057395206631,95.5,4.76032850778045,-127.0001,0.637794773389942,2.47272727272727,2.47272727272727,200.0001,-7,81
TCN.AX,multipleSymbols,TCN.AX,2,1,-0.6,-0.600000000000001,-0.600000000000001,0,-0.600000000000001,0,-0.600000000000001,NA,NA,0,100,0,NA,NA,-0.600000000000001,-0.600000000000001,-0.600000000000001,-0.600000000000001,NA,NA,NA,-0.6,-1,NA,NA,0,-0.6,-0.6
TCO.AX,multipleSymbols,TCO.AX,4,2,0.500000000000014,0.250000000000006,0.250000000000006,2,-1.49999999999999,2,-1.49999999999999,2.47487373415291,1.75,50,50,1.33333333333334,2,2,-1.49999999999999,-1.49999999999999,0.250000000000006,0.250000000000006,2.47487373415291,1.75,1.60356745147459,-2,0.250000000000007,1.33333333333334,1.33333333333334,1.50000000000001,-1.5,0.500000000000014
TD1.AX,multipleSymbols,TD1.AX,6,3,-0.5,-0.166666666666667,-0.2,0.5,-0.8,0.5,-1,0.650640709864771,0.375647588986155,33.3333333333333,66.6666666666667,0.5,0.5,0.5,-0.5,-0.5,-0.166666666666667,-0.2,0.650640709864771,0.375647588986155,-4.06637837281113,-1.1,-0.454545454545455,1,1,0.6,-0.5,-0.5
TDL.AX,multipleSymbols,TDL.AX,2,1,-2,-2,-2,0,-2,0,-2,NA,NA,0,100,0,NA,NA,-2,-2,-2,-2,NA,NA,NA,-39,-0.0512820512820513,NA,NA,0,-39,-2
TDO.AX,multipleSymbols,TDO.AX,2,1,-2,-2,-2,0,-2,0,-2,NA,NA,0,100,0,NA,NA,-2,-2,-2,-2,NA,NA,NA,-3.5,-0.571428571428571,NA,NA,1.5,-2,-2
TEK.AX,multipleSymbols,TEK.AX,6,3,-4.50000000000001,-1.5,-1,0,-3,0,-4.5,1.3228756555323,0.763762615825974,0,100,0,NA,NA,-1.5,-1,-1.5,-1,1.3228756555323,0.763762615825974,-18,-6.5,-0.692307692307693,NA,NA,1.49999999999999,-5.00000000000001,-4.50000000000001
TER.AX,multipleSymbols,TER.AX,8,4,43,10.75,11.75,28,-8.5,51.5,-8.5,14.9805429363113,7.49027146815565,75,25,6.05882352941177,17.1666666666667,13,-8.5,-8.5,10.75,11.75,14.9805429363113,7.49027146815565,11.3915069893779,-27,1.59259259259259,2.01960784313726,1.52941176470588,70,-3.00000000000001,43
TGA.AX,multipleSymbols,TGA.AX,2,1,-6.75,-6.75,-6.75,0,-6.75,0,-6.75,NA,NA,0,100,0,NA,NA,-6.75,-6.75,-6.75,-6.75,NA,NA,NA,-11.5,-0.58695652173913,NA,NA,3.5,-8,-6.75
TGF.AX,multipleSymbols,TGF.AX,2,1,-23,-23,-23,0,-23,0,-23,NA,NA,0,100,0,NA,NA,-23,-23,-23,-23,NA,NA,NA,-25,-0.92,NA,NA,2,-23,-23
TGG.AX,multipleSymbols,TGG.AX,10,5,-860.3,-172.06,1.50000000000001,104,-814,112.7,-973,371.053861319351,165.94033144477,60,40,0.115827338129496,37.5666666666667,7.19999999999998,-486.5,-486.5,-172.06,1.50000000000001,371.053861319351,165.94033144477,-7.3611087451799,-1518.9,-0.566396734478899,0.0772182254196643,0.0147995889003083,169.7,-1349.2,-860.3
TGM.AX,multipleSymbols,TGM.AX,6,3,0.999999999999996,0.333333333333332,-1,4,-2,4,-3,3.21455025366432,1.85592145427667,33.3333333333333,66.6666666666667,1.33333333333333,4,4,-1.5,-1.5,0.333333333333332,-1,3.21455025366432,1.85592145427667,1.6461097835062,-4.5,0.222222222222221,2.66666666666666,2.66666666666666,3,-4,0.999999999999996
TGN.AX,multipleSymbols,TGN.AX,2,1,25.5,25.5,25.5,25.5,0,25.5,0,NA,NA,100,0,NA,25.5,25.5,NA,NA,25.5,25.5,NA,NA,NA,-9,2.83333333333333,NA,NA,34.5,-1.5,25.5
TGO.AX,multipleSymbols,TGO.AX,2,1,11.5,11.5,11.5,11.5,0,11.5,0,NA,NA,100,0,NA,11.5,11.5,NA,NA,11.5,11.5,NA,NA,NA,-3.5,3.28571428571429,NA,NA,11.5,0,11.5
TGR.AX,multipleSymbols,TGR.AX,2,1,2.5,2.50000000000004,2.50000000000004,2.50000000000004,0,2.50000000000004,0,NA,NA,100,0,NA,2.50000000000004,2.50000000000004,NA,NA,2.50000000000004,2.50000000000004,NA,NA,NA,-1,2.5,NA,NA,2.5,0,2.5
THR.AX,multipleSymbols,THR.AX,2,1,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,-1.7,0,NA,NA,1.4,-0.3,0
TIE.AX,multipleSymbols,TIE.AX,10,5,27.5,5.5,0.999999999999998,26,-0.5,28.5,-1,11.4945639325726,5.14052526498995,60,40,28.5,9.5,1.5,-0.5,-0.5,5.5,0.999999999999998,11.4945639325726,5.14052526498995,7.59574645695935,-12.5,2.2,19,2.99999999999999,37.5,-2.5,27.5
TIG.AX,multipleSymbols,TIG.AX,2,1,-0.3426,-0.3426,-0.3426,0,-0.3426,0,-0.3426,NA,NA,0,100,0,NA,NA,-0.3426,-0.3426,-0.3426,-0.3426,NA,NA,NA,-0.479599999999999,-0.714345287739784,NA,NA,0.137,-0.3426,-0.3426
TIN.AX,multipleSymbols,TIN.AX,2,1,6,6,6,6,0,6,0,NA,NA,100,0,NA,6,6,NA,NA,6,6,NA,NA,NA,-8,0.75,NA,NA,11,-1.5,6
TKF.AX,multipleSymbols,TKF.AX,2,1,0.8,0.8,0.8,0.8,0,0.8,0,NA,NA,100,0,NA,0.8,0.8,NA,NA,0.8,0.8,NA,NA,NA,-0.3,2.66666666666667,NA,NA,0.9,0,0.8
TKM.AX,multipleSymbols,TKM.AX,4,2,-3.2,-1.6,-1.6,0,-2.1,0,-3.2,0.707106781186548,0.5,0,100,0,NA,NA,-1.6,-1.6,-1.6,-1.6,0.707106781186548,0.5,-35.9199109130298,-4,-0.8,NA,NA,0.800000000000001,-3.2,-3.2
TLG.AX,multipleSymbols,TLG.AX,2,1,50,50,50,50,0,50,0,NA,NA,100,0,NA,50,50,NA,NA,50,50,NA,NA,NA,-24.5,2.04081632653061,NA,NA,73,0,50
